state,year,highway,gsp,totpub,pvtcap,area,roway,tcapo,tmant,capui,capul,caput,mntui,mntul,mntut,capri,caprl,caprt,mntri,mntrl,mntrt,capti,captl,captt,mntti,mnttl,mnttt,milri,milrl,milrt,milui,miluf,milul,milut,miltt,umilgt4,umille4,rmilgt4,rmille4,rpassveh,rtusing,rtrucom,upassveh,utrusing,utrucomb,alaska,newyork,californ,sotheas,midwest,mortheas,vmtri,vmtrl,vmtrt,vmtui,vmtuf,vmtul,vmtut,cstatmh,cstadmrd,cfedroad,ctal,mstadmh,mladmrd,mredroad,mtal,adm_misc,law_safe,interest,bondret,tdisb,pgsal93,pgsal94,pbcon93,pexcav93,prestl93,pststl93,pstcon93,pop90,sqmiles,popdens,bondrate,locshr97,statenam,irate,totcap,milrlsq,milrisq,highinf,capnew,totexp,lnvmtri,lnvmtrl,lnvmtui,lnvmtul,lnmilri,lnmilrl,lnmilui,lnmilul,vmttot,miletot,vcri,vcrl,vcui,vcul,lnvcri,lnvcrl,lnvcui,lnvcul,lnrtruc,lnutruc,rtruc,ortruc,rtruc2,utruc,outruc,utruc2,rtrusing,rtrus,ortrus,rtrus2,utrus,outrus,utrus2,rcar,orcar,rcar2,ucar,oucar,ucar2,lnrmgt4,lnrmle4,lnumgt4,lnumle4,lnmigt4,lnmile4,miles,traffic,purbmil,umiles,rmiles,mill,lnmill,mili4,mili5,lnmili4,lnmili5,pfwy,lnpfwy,uwidth,rwidth,width,lnuwidth,lnrwidth,purbtraf,urbtraf,rurtraf,ptruck,truck,urbtruck,rurtruck,miles2,traffic2,rvc,uvc,auto,comb,sing,lnumiles,lnrmiles,lnauto,lncomb,lnsing,lnpurbm,lnmiles,x,mgsal93,mgsal94,mbcon93,mexcav93,mrestl93,mststl93,mstcon93,mpopdens,pexcav,psurf,pstruc,pdens,plabor,pconst,lnpexcav,lnpsurf,lnplabor,lnpstruc,lnpdens,lnpconst,pkap,lnpkap,lnirate,lnwidth,pgt4,lnpgt4,mpsqm,lnmpsqm,varexp,lnvarexp,lntotexp,h,lnh,vmt,lnvmt,iaa,iac,ias,ial,iau,iai,iam,icc,ics,icl,icu,ici,icm,iss,isl,isu,isi,ism,ill,ilu,ili,ilm,iuu,iui,ium,iii,iim,imm
SC,1988.0,4777.93,44895.0,14869.23,52312.05,32007.0,18495000.0,335000000.0,195000000.0,32565.0,150992.0,183557.0,85.0,111198.0,111283.0,25330.0,198089.0,223419.0,0.0,15895.0,15895.0,57895.0,349081.0,406976.0,85.0,127093.0,127178.0,668.0,52969.0,53637.0,142.0,70.0,10309.0,10521.0,64158.0,51.0,91.0,16.0,652.0,70.6,10.6,18.8,76.6,12.1,11.3,0.0,0.0,0.0,1.0,0.0,0.0,5945.0,15168.0,21113.0,2427.0,589.0,10920.0,13936.0,332967.0,31128.0,28.0,364123.0,156266.0,43893.0,40.0,200199.0,52696.0,86404.0,917.0,824.0,705163.0,24142.0,24336.0,24.89,2.66,0.443,0.851,218.8,3560.0,32007.0,111.22567,AAA,0.34066662,South Carolina,0.0475,406976.0,2.805715e+09,446224.0,5733.516,272342.0,538620.0,8.690306,9.626944,8.011686,9.298351,6.504288,10.877462,5.3565865,9.240772,35049.0,64158.0,8.8997,0.28635618,14.226415,1.0592686,2.1860178,-1.2505189,2.6551003,0.05757867,8.286331,7.361863,3969.244,0.00025193716,1.5754897e+07,1574.7681,0.00063501415,2.4798942e+06,10.6,2237.978,0.0004468319,5.008546e+06,1686.2561,1686.2561,2.8434595e+06,14905.777,14905.777,2.221822e+08,10674.976,10674.976,1.1395511e+08,2.7725887,6.4800444,3.9318256,4.5108595,4.204693,6.610696,64158.0,35049.0,0.16398579,10521.0,53637.0,63278.0,11.055293,743.0,67.0,6.610696,4.204693,0.013716138,-4.289182,4.0774646,3.0718563,2.189271,1.4054754,1.122282,0.39761478,13936.0,21113.0,0.27014312,9468.246,3261.0242,6207.2217,4.116249e+09,1.2284324e+09,0.44045317,1.6167353,25580.754,5544.0117,3924.2341,9.261128,10.889995,10.149595,8.620474,8.274926,-1.8079755,11.069104,1.0,26441.0,27117.0,25.9261,3.0039,0.5074,0.8809,266.311,142.64,0.8855155,0.9600364,2.6607318,0.77976495,0.9130517,4.5062838,-0.1215853,-0.040784083,-0.090962745,0.9786012,-0.24876276,1.5054728,4.2448645,1.44571,-3.0470257,0.7835686,0.08271605,-2.4923418,2.004499,0.69539416,266278.0,12.492296,13.196766,0.57024765,-0.56168455,35049.0,10.464502,103.01428,87.49432,83.98715,-0.92323506,-0.41394195,-30.926077,112.346924,74.31257,71.333786,-0.78414196,-0.35157812,-26.266806,95.42092,68.4744,-0.75271,-0.33748528,-25.213913,91.59602,0.008274221,0.0037098322,0.27716583,-1.0068761,0.0016633414,0.12427015,-0.45144325,9.284366,-33.727844,122.52507
SD,1988.0,3227.74,8284.0,5421.95,11763.85,77121.0,2352000.0,173000000.0,89132000.0,8696.0,46384.0,55080.0,648.0,1537.0,2185.0,22248.0,111723.0,133971.0,5088.0,24580.0,29668.0,30944.0,158107.0,189051.0,5736.0,26117.0,31853.0,631.0,80814.0,81445.0,47.0,3.0,1810.0,1860.0,83305.0,0.0,47.0,0.0,631.0,72.9,16.4,10.7,80.6,16.9,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1354.0,4324.0,5678.0,229.0,17.0,1294.0,1540.0,159816.0,68946.0,1516.0,230278.0,33371.0,68300.0,3757.0,105428.0,21403.0,30636.0,843.0,1813.0,390401.0,21562.0,22336.0,12.8,1.22,0.47,0.47,204.59,703.0,77121.0,9.115545,X,0.88196844,South Dakota,0.0555,189051.0,6.5309025e+09,398161.0,3873.288,214967.48,298859.5,7.2108183,8.371936,5.5053315,7.1654935,6.4473057,11.299906,3.912023,7.501082,7218.0,83305.0,2.1458004,0.05350558,4.92,0.7149171,0.7635126,-2.9279692,1.5933086,-0.33558866,6.4094276,3.6506581,607.54596,0.001645966,369112.12,38.5,0.025974026,1482.25,16.4,931.19196,0.0010738925,867118.5,260.25998,260.25998,67735.266,4139.262,4139.262,1.713349e+07,1241.24,1241.24,1.5406766e+06,,6.4473057,,3.8501475,,6.5191474,83305.0,7218.0,0.02232759,1860.0,81445.0,82624.0,11.322056,678.0,0.0,6.5191474,,0.00817478,-4.8067017,3.0,3.0,2.0380063,1.0986123,1.0986123,0.2133555,1540.0,5678.0,0.25457162,1837.4979,298.75998,1538.7379,6.9397233e+09,5.2099524e+07,0.12840204,0.46755075,5380.502,646.04596,1191.4519,7.5283318,11.307683,8.590537,6.4708705,7.0829277,-3.801932,11.330264,1.0,26441.0,27117.0,25.9261,3.0039,0.5074,0.8809,266.311,142.64,0.4061387,0.493711,2.2280734,0.063905954,0.81547594,3.127923,-0.9010606,-0.70580494,-0.20398337,0.80113727,-2.7503428,1.1403692,2.5804873,0.94797826,-2.8913722,0.71197206,0.0,,1.0801857,0.077132925,83892.016,11.337286,12.607729,0.59092164,-0.52607185,7218.0,8.884334,73.797325,55.588253,60.846153,-1.7523267,-6.0632434,-24.83844,97.33305,41.872166,45.832706,-1.31995,-4.5671725,-18.709696,73.31667,50.167866,-1.4447994,-4.9991655,-20.47938,80.25144,0.041609213,0.14397247,0.58979183,-2.3111854,0.49816063,2.0407448,-7.9969563,8.360033,-32.76001,128.37488
TN,1988.0,11110.42,72003.0,26911.07,71707.9,42146.0,38611000.0,724000000.0,352000000.0,79292.0,109327.0,188619.0,18005.0,27009.0,45014.0,37419.0,343240.0,380659.0,27008.0,108025.0,135033.0,116711.0,452567.0,569278.0,45013.0,135034.0,180047.0,740.0,67776.0,68516.0,322.0,114.0,16085.0,16521.0,85037.0,141.0,181.0,25.0,715.0,65.0,13.9,21.1,69.9,20.5,9.6,0.0,0.0,0.0,1.0,0.0,0.0,6603.0,15998.0,22601.0,6473.0,871.0,20049.0,27393.0,613158.0,106790.0,5777.0,725725.0,192392.0,225319.0,70.0,417781.0,84136.0,59239.0,6057.0,16894.0,1309832.0,24812.0,25975.0,22.78,1.93,0.443,0.834,220.25,4953.0,42146.0,117.52005,AAA,0.83149475,Tennessee,0.0475,569278.0,4.593586e+09,547600.0,13332.504,633293.94,956715.94,8.7952795,9.680219,8.901639,9.905934,6.6066504,11.123963,6.0776424,9.685642,49994.0,85037.0,8.922973,0.23604226,16.844036,1.2464408,2.1886292,-1.4437444,2.8239968,0.22029212,8.469852,7.8746357,4768.811,0.00020969588,2.274156e+07,2629.728,0.00038026745,6.91547e+06,13.9,3141.5388,0.00031831535,9.869267e+06,5615.565,5615.565,3.153457e+07,14690.65,14690.65,2.158152e+08,19147.707,19147.707,3.666347e+08,3.218876,6.5722823,4.94876,5.198497,5.1119876,6.7979403,85037.0,49994.0,0.19428013,16521.0,68516.0,83861.0,11.336916,896.0,166.0,6.7979403,5.1119876,0.013829274,-4.2809677,4.3136644,3.1013513,2.2202818,1.4617877,1.131838,0.5479258,27393.0,22601.0,0.32315162,16155.643,8245.293,7910.3496,7.2312914e+09,2.4994e+09,0.42157236,1.6921293,33838.36,7398.539,8757.104,9.712388,11.134823,10.42935,8.909038,9.0776205,-1.6384542,11.3508415,1.0,26441.0,27117.0,25.9261,3.0039,0.5074,0.8809,266.311,142.64,0.6424981,0.87865126,2.646878,0.82389265,0.93839115,4.1680274,-0.44239146,-0.1293672,-0.06358841,0.9733808,-0.19371504,1.4274429,7.447275,2.0078483,-3.0470257,0.7976341,0.15630884,-1.8559215,2.0176766,0.7019467,323422.0,12.686713,13.771262,0.5107064,-0.67196035,49994.0,10.819658,108.77134,92.915474,94.67368,-0.6631858,-1.3492159,-31.778498,118.3819,79.37095,80.87286,-0.5665115,-1.1525372,-27.146067,101.12508,82.40319,-0.57723147,-1.1743463,-27.659742,103.038635,0.004043486,0.008226255,0.19375552,-0.72178197,0.016735872,0.3941852,-1.4684266,9.284366,-34.586304,128.8416
TX,1988.0,36718.22,289009.0,94351.33,369738.5,268601.0,143000000.0,2980000000.0,1180000000.0,299955.0,715039.0,1014994.0,34146.0,107606.0,141752.0,156428.0,807390.0,963818.0,162540.0,355502.0,518042.0,456383.0,1522429.0,1978812.0,196686.0,463108.0,659794.0,2203.0,212807.0,215010.0,1031.0,1212.0,76889.0,79132.0,294142.0,555.0,476.0,45.0,2158.0,60.5,20.4,19.1,73.2,19.8,7.0,0.0,0.0,0.0,1.0,0.0,0.0,12612.0,44556.0,57168.0,23998.0,15234.0,66929.0,106161.0,1701015.0,578592.0,3282.0,2282889.0,564131.0,898897.0,67.0,1463095.0,473048.0,804375.0,351868.0,246617.0,5621892.0,24957.0,25297.0,31.76,2.66,0.322,0.748,221.41,17349.0,268601.0,64.590225,AA,0.73039025,Texas,0.0515,1.978812e+06,4.5286818e+10,4.853209e+06,44061.863,2.269186e+06,4.206403e+06,9.442404,10.704502,10.577248,11.111387,7.6975756,12.268141,7.7155695,11.250118,163329.0,294142.0,5.7249207,0.20937282,17.49086,0.8704626,1.7448287,-1.5636388,2.8616786,-0.13873047,9.298267,8.913452,10919.088,9.158274e-05,1.1922649e+08,7431.27,0.00013456651,5.5223772e+07,20.4,11662.271,8.5746586e-05,1.3600858e+08,21019.877,21019.877,4.4183523e+08,34586.64,34586.64,1.1962356e+09,77709.85,77709.85,6.0388204e+09,3.8066626,7.676937,6.3189683,6.1654177,6.3969297,7.876259,294142.0,163329.0,0.26902652,79132.0,215010.0,289696.0,12.576588,2634.0,600.0,7.876259,6.3969297,0.015115148,-4.1920576,4.614937,3.06128,2.2907076,1.5292982,1.1188332,0.6499826,106161.0,57168.0,0.3124522,51032.508,28451.146,22581.36,8.651951e+10,2.6676363e+10,0.36287963,2.6764214,112296.49,18350.357,32682.148,11.2788725,12.2784395,11.628898,9.817405,10.394585,-1.3129454,12.591818,1.0,26441.0,27117.0,25.9261,3.0039,0.5074,0.8809,266.311,142.64,0.8855155,1.2250204,2.3151357,0.45281985,0.943875,4.4256716,-0.1215853,0.20295751,-0.05776152,0.8394683,-0.7922609,1.487422,7.7145934,2.0431137,-2.9661734,0.82886076,0.18552876,-1.6845454,1.095089,0.0908356,1.937217e+06,14.476763,15.252118,0.525385,-0.6436239,163329.0,12.003522,135.23126,114.165596,120.87756,-0.6717028,2.360172,-34.49333,146.42896,96.38144,102.047844,-0.5670682,1.992516,-29.120125,123.61897,108.04739,-0.600407,2.109659,-30.83214,130.88672,0.0033363933,-0.011723135,0.17133069,-0.7273225,0.041191753,-0.60200715,2.555604,8.798184,-37.349514,158.55388
UT,1988.0,4317.48,22374.0,12235.57,23711.81,84904.0,2650000.0,269000000.0,120000000.0,47041.0,69962.0,117003.0,13300.0,11140.0,24440.0,36446.0,77545.0,113991.0,12500.0,20560.0,33060.0,83487.0,147507.0,230994.0,25800.0,31700.0,57500.0,769.0,33633.0,34402.0,168.0,9.0,5929.0,6106.0,40508.0,111.0,57.0,17.0,752.0,60.6,21.6,17.8,73.6,20.7,5.7,0.0,0.0,0.0,0.0,0.0,0.0,2309.0,3633.0,5942.0,3321.0,90.0,6954.0,10365.0,182428.0,68600.0,5782.0,256810.0,59893.0,72110.0,1471.0,133474.0,40831.0,33745.0,0.0,0.0,464860.0,24221.0,25060.0,24.44,2.63,0.466,1.481,208.36,1770.0,84904.0,20.847075,AAA,0.6942053,Utah,0.0475,230994.0,1.1311788e+09,591361.0,5180.976,246096.36,378172.38,7.74457,8.197814,8.134761,8.847073,6.645091,10.423263,5.17615,8.687611,16307.0,40508.0,3.0026007,0.10801891,19.271187,1.1728791,1.0994788,-2.225449,2.958611,0.15946147,6.9638295,6.381486,1057.6759,0.0009454692,1.1186784e+06,590.805,0.0016926059,349050.53,21.6,1283.472,0.00077913655,1.6473004e+06,2145.5552,2145.5552,4.6034065e+06,3600.8518,3600.8518,1.2966134e+07,7628.6396,7628.6396,5.8196144e+07,2.8332133,6.6227365,4.7095304,4.0430512,4.8520303,6.695799,40508.0,16307.0,0.15073566,6106.0,34402.0,39562.0,10.585625,809.0,128.0,6.695799,4.8520303,0.02335341,-3.7570121,4.982143,3.06632,2.2021532,1.6058601,1.1204782,0.6356166,10365.0,5942.0,0.31136987,5077.5083,2736.36,2341.148,1.640898e+09,2.6591826e+08,0.107873805,1.6253011,11229.491,1648.481,3429.0273,8.717027,10.44587,9.326299,7.4076095,8.140032,-1.8922275,10.609255,1.0,26441.0,27117.0,25.9261,3.0039,0.5074,0.8809,266.311,142.64,0.8755285,0.9426794,3.3820362,0.14615168,0.91603947,5.200244,-0.13292755,-0.059029028,-0.08769583,1.218478,-1.9231104,1.6487055,6.0752535,1.8042237,-3.0470257,0.7894356,0.13660619,-1.990653,0.47710356,-0.7400217,132076.02,11.791133,12.843105,0.5286482,-0.6374321,16307.0,9.699349,86.97985,69.08558,75.91637,-0.81787753,-0.5505223,-28.41747,98.945076,54.872677,60.298176,-0.6496165,-0.437264,-22.571177,78.58922,66.26012,-0.71384686,-0.48049816,-24.802885,86.35967,0.0076905587,0.0051765996,0.26721144,-0.9303874,0.003484426,0.17986296,-0.626254,9.284366,-32.32667,112.55629
VT,1988.0,1819.61,8834.0,2951.11,7667.97,9615.0,2032000.0,82864000.0,83575000.0,1240.0,46248.0,47488.0,195.0,743.0,938.0,13511.0,48863.0,62374.0,1432.0,7378.0,8810.0,14751.0,95111.0,109862.0,1627.0,8121.0,9748.0,280.0,12562.0,12842.0,40.0,20.0,1264.0,1324.0,14166.0,0.0,40.0,0.0,280.0,80.1,14.8,5.1,79.7,16.0,4.3,0.0,0.0,0.0,0.0,0.0,1.0,1011.0,3304.0,4315.0,284.0,51.0,1369.0,1704.0,87148.0,36942.0,0.0,124090.0,36024.0,54112.0,15.0,90151.0,15067.0,21072.0,2015.0,5990.0,258385.0,24989.0,25253.0,32.83,2.13,0.491,0.82,263.2,567.0,9615.0,58.97036,AA,0.7927112,Vermont,0.0515,109862.0,1.5780384e+08,78400.0,2183.532,112451.9,158338.9,6.9186954,8.102889,5.8141303,7.2218356,5.6347895,9.438432,4.0943446,7.1420364,6019.0,14166.0,3.6107142,0.26301545,5.5833335,1.0830696,1.2839056,-1.3355426,1.7197859,0.07979925,5.393923,4.2941785,220.065,0.004544112,48428.6,73.272,0.013647778,5368.7866,14.8,638.62,0.0015658764,407835.5,272.64,272.64,74332.57,3456.315,3456.315,1.1946113e+07,1358.0879,1358.0879,1.8444029e+06,,5.6347895,,3.6888795,,5.768321,14166.0,6019.0,0.09346322,1324.0,12842.0,13826.0,9.534307,320.0,0.0,5.768321,,0.024001129,-3.7296543,3.0,3.0,2.1345963,1.0986123,1.0986123,0.2831035,1703.9999,4315.0,0.20013241,1204.597,345.91202,858.685,2.0067555e+08,3.622836e+07,0.21990174,0.60787666,4814.403,293.337,911.26,7.1884127,9.460476,8.479367,5.681322,6.8148284,-2.3701873,9.5586,1.0,26441.0,27117.0,25.9261,3.0039,0.5074,0.8809,266.311,142.64,0.70907825,1.2662916,2.8868628,0.41342092,0.9450853,4.8622327,-0.3437894,0.23609264,-0.056480106,1.0601704,-0.88328904,1.5814978,7.9381547,2.0716808,-2.9661734,0.75827754,0.0,,1.473323,0.38752037,45887.008,10.733937,11.972493,0.66508436,-0.40784138,6019.0,8.702677,71.899666,48.174015,57.78543,-0.47891557,2.0019162,-25.151274,81.05088,32.27742,38.717236,-0.32088166,1.3413184,-16.851786,54.30549,46.441887,-0.38490224,1.6089308,-20.213963,65.14022,0.0031900024,-0.013334538,0.16752979,-0.53987074,0.055739734,-0.7002917,2.2567153,8.798184,-28.352467,91.366844
VA,1988.0,14931.72,99942.0,29694.37,79632.23,42769.0,140000000.0,1110000000.0,602000000.0,60013.0,336862.0,396875.0,34331.0,171618.0,205949.0,46316.0,182575.0,228891.0,66071.0,157167.0,223238.0,106329.0,519437.0,625766.0,100402.0,328785.0,429187.0,788.0,52060.0,52848.0,318.0,194.0,15069.0,15581.0,68429.0,138.0,180.0,118.0,670.0,68.8,16.6,14.6,78.1,16.6,5.3,0.0,0.0,0.0,1.0,0.0,0.0,7511.0,22259.0,29770.0,8174.0,2263.0,23240.0,33677.0,649972.0,202473.0,8895.0,861340.0,468402.0,187345.0,30.0,655777.0,143235.0,168008.0,99058.0,190483.0,2117901.0,29028.0,29528.0,25.33,2.72,0.495,0.795,269.71,6286.0,42769.0,146.97562,AAA,0.1494758,Virginia,0.0475,625766.0,2.7102436e+09,620944.0,17918.064,851108.06,1.591538e+06,8.924124,10.010502,9.253113,10.05363,6.669498,10.860152,6.2383246,9.620395,63447.0,68429.0,9.531726,0.42756435,20.384766,1.5422391,2.2546258,-0.8496505,3.014788,0.4332353,8.377108,7.4871073,4346.42,0.0002300744,1.8891368e+07,1784.8811,0.0005602614,3.1858005e+06,16.6,4941.8203,0.0002023546,2.4421586e+07,5590.3823,5590.3823,3.1252372e+07,20481.762,20481.762,4.1950253e+08,26301.736,26301.736,6.917813e+08,4.7706847,6.5072775,4.9272537,5.192957,5.5451775,6.7452364,68429.0,63447.0,0.22769585,15581.0,52848.0,67129.0,11.114371,850.0,256.0,6.7452364,5.5451775,0.018997794,-3.9634323,4.3018866,3.4492385,2.2645123,1.4590536,1.2381535,0.53078943,33677.0,29770.002,0.26263657,16663.504,7375.2637,9288.24,4.6825283e+09,4.025522e+09,0.46887445,1.1551702,46783.5,6131.301,10532.203,9.653808,10.875175,10.753285,8.721162,9.262193,-1.4797446,11.133552,1.0,26441.0,27117.0,25.9261,3.0039,0.5074,0.8809,266.311,142.64,0.9054895,0.97700775,2.890811,1.0303955,1.0978404,4.7733083,-0.09927959,-0.023260698,0.093345,1.061537,0.029942717,1.5630397,12.437827,2.5207424,-3.0470257,0.8173594,0.23146474,-1.4633278,1.5999672,0.46998316,740429.94,13.514986,14.280211,0.5805994,-0.5436942,63447.004,11.0579605,115.63315,93.78114,99.599,1.0037655,-0.25012892,-32.765537,119.72226,76.05866,80.777084,0.81407684,-0.20286031,-26.573605,97.0975,85.788216,0.8645794,-0.21544507,-28.22214,103.1211,0.008713289,-0.0021712699,-0.2844246,1.0392613,0.00054106006,0.07087594,-0.25897416,9.284366,-33.924217,123.95597
WA,1988.0,12142.25,71593.0,41994.39,72362.78,71303.0,30019000.0,689000000.0,348000000.0,222494.0,192792.0,415286.0,9553.0,21089.0,30642.0,26177.0,234796.0,260973.0,7031.0,26629.0,33660.0,248671.0,427588.0,676259.0,16584.0,47718.0,64302.0,501.0,61709.0,62210.0,262.0,302.0,16654.0,17218.0,79428.0,158.0,104.0,96.0,405.0,64.9,24.6,10.5,70.0,25.6,4.4,0.0,0.0,0.0,0.0,0.0,0.0,3563.0,13129.0,16692.0,8350.0,3841.0,20503.0,32694.0,501683.0,332102.0,3923.0,837708.0,193795.0,267382.0,2431.0,463608.0,239299.0,173064.0,72751.0,95899.0,1882329.0,29721.0,30132.0,28.29,2.37,0.524,0.976,306.82,5018.0,71303.0,70.37572,AA,0.6784821,Washington,0.0515,676259.0,3.8080008e+09,251001.0,14570.7,750391.06,1.227056e+06,8.178358,9.482579,9.408453,9.928327,6.216606,11.030185,6.3350544,9.720406,49386.0,79428.0,7.1117764,0.21275665,21.615248,1.2311157,1.961752,-1.5476062,3.073399,0.20792079,7.4688897,7.2713814,1752.66,0.00057056133,3.071817e+06,1438.536,0.00069515116,2.0693859e+06,24.6,4106.232,0.00024353227,1.6861142e+07,8369.664,8369.664,7.005128e+07,10833.108,10833.108,1.1735623e+08,22885.8,22885.8,5.2375984e+08,4.564348,6.003887,5.062595,4.644391,5.5373344,6.232448,79428.0,49386.0,0.21677494,17218.0,62210.0,78363.0,11.269107,509.0,254.0,6.232448,5.5373344,0.013408369,-4.3118763,4.80916,3.5748503,2.2393904,1.5705224,1.2739233,0.6620095,32694.0,16692.0,0.3172375,15667.092,9808.2,5858.892,6.308807e+09,2.438977e+09,0.39896974,1.5760945,33718.91,3191.196,12475.896,9.753711,11.038271,10.425814,8.068151,9.431554,-1.5288956,11.282606,1.0,26441.0,27117.0,25.9261,3.0039,0.5074,0.8809,266.311,142.64,0.7889743,1.0911784,3.2927852,0.49337995,1.1240498,5.172938,-0.23702155,0.08725823,0.11693804,1.1917337,-0.70647573,1.6434407,9.447437,2.2457435,-2.9661734,0.80620366,0.33289647,-1.0999237,1.1139504,0.10791259,476664.94,13.074569,14.020128,0.5341569,-0.6270656,49386.004,10.807423,108.69759,84.11704,98.33162,1.2191743,0.909738,-30.92477,117.63035,65.09507,76.09521,0.9434738,0.7040126,-23.931536,91.02978,88.95421,1.1029074,0.82298064,-27.975624,106.412506,0.013674505,0.010203806,-0.3468585,1.3193659,0.0076139984,-0.25882304,0.9845002,8.798184,-33.466167,127.2972
WV,1988.0,7562.87,23738.0,10902.86,37422.09,24231.0,9978000.0,258000000.0,193000000.0,18925.0,120989.0,139914.0,5204.0,59219.0,64423.0,37245.0,290280.0,327525.0,15215.0,65377.0,80592.0,56170.0,411269.0,467439.0,20419.0,124596.0,145015.0,456.0,31452.0,31908.0,94.0,9.0,3034.0,3137.0,35045.0,9.0,85.0,23.0,433.0,70.1,12.9,17.0,72.9,15.0,12.1,0.0,0.0,0.0,1.0,0.0,0.0,2979.0,8853.0,11832.0,1169.0,414.0,3063.0,4646.0,356770.0,13858.0,134.0,370762.0,161301.0,48540.0,41.0,209882.0,31528.0,38247.0,29209.0,41355.0,720983.0,23614.0,23939.0,26.51,3.04,0.535,0.961,305.65,1801.0,24231.0,74.32628,A1,0.06974371,West Virginia,0.0535,467439.0,9.892283e+08,207936.0,9075.444,485536.28,700326.25,7.999343,9.088511,7.367077,8.02715,6.122493,10.356217,4.634729,8.017637,16478.0,35045.0,6.5328946,0.28147653,15.368932,1.0095583,1.8768501,-1.2677062,2.732348,0.009512947,7.606606,6.331797,2011.44,0.0004971563,4.0458908e+06,562.166,0.0017788339,316030.62,12.9,1526.328,0.0006551672,2.329677e+06,696.9,696.9,485669.62,8294.231,8294.231,6.879428e+07,3386.934,3386.934,1.1471322e+07,3.1354942,6.070738,2.1972246,4.4426513,3.465736,6.249975,35045.0,16478.0,0.08951348,3137.0,31908.0,34486.0,10.448309,518.0,32.0,6.249975,3.465736,0.01595092,-4.138239,3.287234,3.1513157,2.120733,1.1900465,1.14782,0.2819517,4646.0,11831.999,0.29110536,4796.834,1259.066,3537.768,1.228152e+09,2.7152448e+08,0.35247517,0.5060738,11681.166,2573.606,2223.228,8.051023,10.370612,9.365733,7.853063,7.7067156,-2.413366,10.464388,1.0,26441.0,27117.0,25.9261,3.0039,0.5074,0.8809,266.311,142.64,1.0120177,1.0225217,3.293043,0.52107596,0.89308274,5.3275824,0.011946088,0.022271864,-0.11307605,1.191812,-0.65185946,1.6728976,13.854652,2.628621,-2.9280736,0.7517618,0.05818182,-2.8441823,1.4462879,0.3690002,214789.97,12.277416,13.459302,0.5451288,-0.60673314,16478.0,9.709782,87.71696,73.54969,72.17904,-1.0590402,0.20859234,-27.423557,98.00667,61.6706,60.521324,-0.8879934,0.17490235,-22.994347,82.1775,59.393467,-0.871445,0.17164293,-22.56583,80.646065,0.012786194,-0.0025184145,0.331095,-1.1832716,0.0004960359,-0.06521366,0.23306142,8.573615,-30.6405,109.50341
WI,1988.0,10981.49,75299.0,26585.22,65617.75,65503.0,2703000.0,611000000.0,470000000.0,26875.0,205270.0,232145.0,1390.0,9528.0,10918.0,36422.0,381434.0,417856.0,4988.0,57700.0,62688.0,63297.0,586704.0,650001.0,6378.0,67228.0,73606.0,495.0,94892.0,95387.0,143.0,178.0,15270.0,15591.0,110978.0,56.0,87.0,50.0,445.0,77.0,9.7,13.3,76.5,14.2,9.3,0.0,0.0,0.0,0.0,1.0,0.0,4236.0,20781.0,25017.0,2988.0,2216.0,17407.0,22611.0,626822.0,384652.0,1.0,1011475.0,116788.0,423045.0,1569.0,541402.0,128447.0,261228.0,72021.0,135877.0,2150450.0,27228.0,27826.0,2.08,1.65,0.44,1.083,171.78,4955.0,65503.0,75.64539,AA,0.8810719,Wisconsin,0.0515,650001.0,9.004492e+09,245025.0,13177.788,678656.06,1.141937e+06,8.351375,9.941794,8.557183,9.764627,6.204558,11.460495,5.771441,9.633645,47628.0,110978.0,8.557576,0.21899633,16.211838,1.1399477,2.146817,-1.5187002,2.7857418,0.13098231,8.109904,7.6510363,3327.261,0.00030054752,1.1070666e+07,2102.823,0.00047555118,4.421865e+06,9.7,2426.649,0.0004120909,5.888625e+06,3210.762,3210.762,1.0308992e+07,19263.09,19263.09,3.7106662e+08,17297.414,17297.414,2.9920058e+08,3.912023,6.0980744,4.0253515,4.465908,4.6634393,6.2766433,110978.0,47628.0,0.1404873,15591.0,95387.0,110162.0,11.609707,532.0,106.0,6.2766433,4.6634393,0.0073528085,-4.912673,4.174825,3.3030303,2.1522021,1.4290725,1.1948403,0.47474173,22611.0,25017.0,0.23237371,11067.495,5313.585,5753.91,1.2316117e+10,2.2684265e+09,0.65500504,1.7253773,36560.504,5430.084,5637.411,9.654449,11.465697,10.506723,8.5997095,8.63718,-1.9626381,11.617087,1.0,26441.0,27117.0,25.9261,3.0039,0.5074,0.8809,266.311,142.64,0.5492859,0.08022803,2.7416255,0.53032386,1.0297644,3.3711395,-0.59913623,-2.5228822,0.029330052,1.008551,-0.6342674,1.2152508,6.1152306,1.8107824,-2.9661734,0.7664916,0.1661442,-1.7948991,1.694243,0.527236,463280.94,13.046089,13.948236,0.6162584,-0.48408896,47628.0,10.771176,110.391235,90.35477,90.74847,0.30816275,-26.507225,-31.164764,122.057526,73.955,74.277245,0.25222993,-21.696054,-25.50823,99.90358,74.60088,0.25332895,-21.790588,-25.619375,100.338875,0.00086025195,-0.07399627,-0.08699802,0.34072977,6.364935,7.483306,-29.308542,8.798184,-34.458294,134.95673
